Species,MaternalLine,SeedlingID,InoculationDate,ScoringDate,Flecking,Chlorosis,Necrosis,ActiveSpores,Coverage,ImmuneResponse
Melaleuca quinquenervia,NSW1079784,1715,3/02/2026,24/02/2026,Y,N,Y,Mix,96,HR
Melaleuca quinquenervia,NSW1079788,1717,3/02/2026,24/02/2026,Y,N,N,N,31,MS
Melaleuca quinquenervia,NSW1079788,1718,3/02/2026,24/02/2026,Y,Y,Y,R,46,R
Melaleuca quinquenervia,NSW1079788,1719,3/02/2026,24/02/2026,N,N,N,Mix,0,MS
Melaleuca quinquenervia,NSW1079788,1720,3/02/2026,24/02/2026,Y,N,N,Mix,97,S
Melaleuca quinquenervia,NSW1079788,1722,3/02/2026,24/02/2026,N,Y,N,N,47,R
Melaleuca quinquenervia,NSW1079788,1723,3/02/2026,24/02/2026,Y,N,N,UR,16,R
Melaleuca quinquenervia,NSW1079788,1724,3/02/2026,24/02/2026,N,Y,N,N,10,R
Melaleuca quinquenervia,NSW1079788,1725,3/02/2026,24/02/2026,Y,Y,Y,Mix,89,HR
Melaleuca quinquenervia,NSW1079788,1726,3/02/2026,24/02/2026,Y,N,N,N,36,HR
Melaleuca quinquenervia,NSW1079788,1727,3/02/2026,24/02/2026,N,Y,Y,UR,25,HR
Melaleuca quinquenervia,NSW1079788,1728,3/02/2026,24/02/2026,N,N,N,Mix,53,MS
Melaleuca quinquenervia,NSW1079789,1729,3/02/2026,24/02/2026,N,N,N,R,82,R
Melaleuca quinquenervia,NSW1079789,1732,3/02/2026,24/02/2026,N,N,Y,R,78,MS
Melaleuca quinquenervia,NSW1079789,1734,3/02/2026,24/02/2026,N,N,N,N,58,HR
Melaleuca quinquenervia,NSW1079789,1735,3/02/2026,24/02/2026,Y,Y,Y,UR,21,MS
Melaleuca quinquenervia,NSW1079789,1736,3/02/2026,24/02/2026,Y,N,N,R,0,R
Melaleuca quinquenervia,NSW1079789,1740,3/02/2026,24/02/2026,N,N,N,UR,49,MS
Melaleuca quinquenervia,NSW1079793,1742,3/02/2026,24/02/2026,Y,Y,N,N,20,S
Melaleuca quinquenervia,NSW1079793,1747,3/02/2026,24/02/2026,Y,Y,N,N,59,R
Melaleuca quinquenervia,NSW1079793,1749,3/02/2026,24/02/2026,Y,N,Y,Mix,48,R
Melaleuca quinquenervia,NSW1079793,1752,3/02/2026,24/02/2026,N,N,N,Mix,62,R
Melaleuca quinquenervia,NSW1079794,1753,3/02/2026,24/02/2026,Y,Y,Y,UR,88,HR
Melaleuca quinquenervia,NSW1079794,1755,3/02/2026,24/02/2026,Y,N,Y,N,52,HR
Melaleuca quinquenervia,NSW1079794,1757,3/02/2026,24/02/2026,N,Y,N,UR,82,HR
Melaleuca quinquenervia,NSW1079794,1765,3/02/2026,24/02/2026,Y,N,Y,R,88,MS
Melaleuca quinquenervia,NSW1079798,1777,3/02/2026,24/02/2026,Y,Y,Y,N,2,R
Melaleuca quinquenervia,NSW1079798,1778,3/02/2026,24/02/2026,N,N,Y,UR,94,MS
Melaleuca quinquenervia,NSW1079798,1779,3/02/2026,24/02/2026,Y,Y,Y,R,100,R
Melaleuca quinquenervia,NSW1079798,1780,3/02/2026,24/02/2026,N,N,Y,UR,86,R
Melaleuca quinquenervia,NSW1079798,1781,3/02/2026,24/02/2026,Y,N,Y,N,42,HR
Melaleuca quinquenervia,NSW1079798,1782,3/02/2026,24/02/2026,N,Y,N,N,60,HR
Melaleuca quinquenervia,NSW1079798,1783,3/02/2026,24/02/2026,Y,Y,N,UR,34,HR
Melaleuca quinquenervia,NSW1079798,1784,3/02/2026,24/02/2026,N,Y,Y,Mix,65,MS
Melaleuca quinquenervia,NSW1079798,1785,3/02/2026,24/02/2026,N,N,N,N,100,R
Melaleuca quinquenervia,NSW1079798,1788,3/02/2026,24/02/2026,Y,N,Y,Mix,51,MS
Melaleuca quinquenervia,NSW1079799,1792,3/02/2026,24/02/2026,N,Y,Y,UR,95,MS
Melaleuca quinquenervia,NSW1079799,1795,3/02/2026,24/02/2026,N,Y,N,R,68,R
Melaleuca quinquenervia,NSW1079799,1799,3/02/2026,24/02/2026,Y,Y,Y,Mix,63,MS
Melaleuca quinquenervia,NSW1079799,1800,3/02/2026,24/02/2026,N,Y,N,R,67,HR
Melaleuca quinquenervia,NSW1079803,1806,3/02/2026,24/02/2026,N,Y,N,Mix,93,MS
Melaleuca quinquenervia,NSW1079803,1810,3/02/2026,24/02/2026,Y,Y,N,Mix,25,R
Melaleuca quinquenervia,NSW1079803,1811,3/02/2026,24/02/2026,Y,Y,Y,UR,56,MS
Melaleuca quinquenervia,NSW1079804,1813,3/02/2026,24/02/2026,Y,N,N,R,48,S
Melaleuca quinquenervia,NSW1079804,1814,3/02/2026,24/02/2026,Y,N,N,R,73,R
Melaleuca quinquenervia,NSW1079804,1815,3/02/2026,24/02/2026,Y,N,N,UR,13,R
Melaleuca quinquenervia,NSW1079804,1816,3/02/2026,24/02/2026,Y,N,Y,N,60,R
Melaleuca quinquenervia,NSW1079804,1817,3/02/2026,24/02/2026,Y,Y,N,Mix,2,HR
Melaleuca quinquenervia,NSW1079804,1818,3/02/2026,24/02/2026,Y,Y,N,UR,57,HR
Melaleuca quinquenervia,NSW1079804,1819,3/02/2026,24/02/2026,N,N,Y,N,13,HR
Melaleuca quinquenervia,NSW1079804,1820,3/02/2026,24/02/2026,N,Y,Y,R,24,MS
Melaleuca quinquenervia,NSW1079804,1821,3/02/2026,24/02/2026,Y,N,Y,R,26,R
Melaleuca quinquenervia,NSW1079804,1822,3/02/2026,24/02/2026,Y,Y,Y,R,40,MS
Melaleuca quinquenervia,NSW1079804,1823,3/02/2026,24/02/2026,Y,N,Y,UR,50,HR
Melaleuca quinquenervia,NSW1079804,1824,3/02/2026,24/02/2026,N,Y,N,R,75,MS
Melaleuca quinquenervia,NSW1079808,1825,3/02/2026,24/02/2026,N,N,Y,UR,27,R
Melaleuca quinquenervia,NSW1079808,1827,3/02/2026,24/02/2026,N,Y,Y,R,85,MS
Melaleuca quinquenervia,NSW1079808,1828,3/02/2026,24/02/2026,Y,N,Y,UR,47,S
Melaleuca quinquenervia,NSW1079808,1830,3/02/2026,24/02/2026,Y,N,N,R,38,R
Melaleuca quinquenervia,NSW1079808,1831,3/02/2026,24/02/2026,N,N,N,UR,60,R
Melaleuca quinquenervia,NSW1079808,1834,3/02/2026,24/02/2026,N,Y,N,R,0,R
Melaleuca quinquenervia,NSW1079808,1835,3/02/2026,24/02/2026,Y,N,N,R,52,HR
Melaleuca quinquenervia,NSW1079808,1836,3/02/2026,24/02/2026,N,Y,Y,Mix,24,HR
Melaleuca quinquenervia,NSW1079809,1837,3/02/2026,24/02/2026,N,Y,Y,Mix,71,HR
Melaleuca quinquenervia,NSW1079809,1839,3/02/2026,24/02/2026,Y,Y,Y,R,39,MS
Melaleuca quinquenervia,NSW1079809,1841,3/02/2026,24/02/2026,Y,N,Y,Mix,74,R
Melaleuca quinquenervia,NSW1079809,1845,3/02/2026,24/02/2026,Y,Y,Y,UR,85,MS
Melaleuca quinquenervia,NSW1079809,1846,3/02/2026,24/02/2026,Y,Y,Y,Mix,68,MS
Melaleuca quinquenervia,NSW1079809,1847,3/02/2026,24/02/2026,Y,N,N,Mix,68,R
Melaleuca quinquenervia,NSW1079813,1849,3/02/2026,24/02/2026,Y,Y,Y,UR,39,MS
Melaleuca quinquenervia,NSW1079813,1855,3/02/2026,24/02/2026,Y,Y,N,N,30,HR
Melaleuca quinquenervia,NSW1079813,1856,3/02/2026,24/02/2026,Y,N,N,UR,82,MS
Melaleuca quinquenervia,NSW1079813,1858,3/02/2026,24/02/2026,Y,N,Y,UR,72,R
Melaleuca quinquenervia,NSW1079813,1859,3/02/2026,24/02/2026,Y,Y,Y,UR,51,MS
Melaleuca quinquenervia,NSW1079814,1861,3/02/2026,24/02/2026,Y,Y,N,Mix,10,S
Melaleuca quinquenervia,NSW1079814,1862,3/02/2026,24/02/2026,Y,Y,N,UR,71,R
Melaleuca quinquenervia,NSW1079814,1865,3/02/2026,24/02/2026,Y,Y,N,R,69,R
Melaleuca quinquenervia,NSW1079814,1866,3/02/2026,24/02/2026,Y,N,N,R,98,R
Melaleuca quinquenervia,NSW1079814,1867,3/02/2026,24/02/2026,Y,Y,N,UR,29,HR
Melaleuca quinquenervia,NSW1079814,1868,3/02/2026,24/02/2026,N,Y,N,R,20,HR
Melaleuca quinquenervia,NSW1079814,1869,3/02/2026,24/02/2026,N,Y,N,R,13,HR
Melaleuca quinquenervia,NSW1079814,1871,3/02/2026,24/02/2026,N,N,Y,UR,36,MS
Melaleuca quinquenervia,NSW1079818,1873,3/02/2026,24/02/2026,Y,N,N,UR,14,R
Melaleuca quinquenervia,NSW1079818,1874,3/02/2026,24/02/2026,N,N,N,UR,24,MS
Melaleuca quinquenervia,NSW1079818,1875,3/02/2026,24/02/2026,Y,Y,N,N,59,HR
Melaleuca quinquenervia,NSW1079818,1876,3/02/2026,24/02/2026,Y,N,N,Mix,92,MS
Melaleuca quinquenervia,NSW1079818,1877,3/02/2026,24/02/2026,Y,Y,Y,UR,69,R
Melaleuca quinquenervia,NSW1079818,1879,3/02/2026,24/02/2026,Y,N,Y,R,64,MS
Melaleuca quinquenervia,NSW1079821,1898,3/02/2026,24/02/2026,Y,N,N,UR,9,S
Melaleuca quinquenervia,NSW1079821,1899,3/02/2026,24/02/2026,Y,Y,Y,UR,81,R
Melaleuca quinquenervia,NSW1079821,1900,3/02/2026,24/02/2026,N,N,N,UR,75,R
Melaleuca quinquenervia,NSW1079821,1901,3/02/2026,24/02/2026,N,Y,N,R,15,R
Melaleuca quinquenervia,NSW1079821,1903,3/02/2026,24/02/2026,Y,N,Y,N,70,HR
Melaleuca quinquenervia,NSW1079821,1908,3/02/2026,24/02/2026,N,Y,N,R,77,HR
Melaleuca quinquenervia,NSW1079822,1909,3/02/2026,24/02/2026,Y,N,N,Mix,20,HR
Melaleuca quinquenervia,NSW1079822,1910,3/02/2026,24/02/2026,Y,N,Y,N,92,MS
Melaleuca quinquenervia,NSW1079822,1916,3/02/2026,24/02/2026,Y,N,N,R,60,R
Melaleuca quinquenervia,NSW1079822,1918,3/02/2026,24/02/2026,N,Y,Y,N,79,MS
Melaleuca quinquenervia,NSW1079822,1920,3/02/2026,24/02/2026,N,N,Y,N,93,R
Melaleuca quinquenervia,NSW1080758,1921,3/02/2026,24/02/2026,N,Y,Y,N,4,R
Melaleuca quinquenervia,NSW1080759,1934,3/02/2026,24/02/2026,N,Y,N,R,12,HR
Melaleuca quinquenervia,NSW1080759,1935,3/02/2026,24/02/2026,N,Y,N,Mix,60,HR
Melaleuca quinquenervia,NSW1080759,1936,3/02/2026,24/02/2026,Y,N,N,Mix,67,HR
Melaleuca quinquenervia,NSW1080759,1937,3/02/2026,24/02/2026,N,Y,Y,R,7,MS
Melaleuca quinquenervia,NSW1080759,1939,3/02/2026,24/02/2026,Y,Y,N,UR,71,R
Melaleuca quinquenervia,NSW1080759,1940,3/02/2026,24/02/2026,N,N,Y,R,48,MS
Melaleuca quinquenervia,NSW1080759,1944,3/02/2026,24/02/2026,Y,N,N,Mix,73,MS
Melaleuca quinquenervia,NSW1080761,1945,3/02/2026,24/02/2026,N,Y,Y,R,6,R
Melaleuca quinquenervia,NSW1080761,1946,3/02/2026,24/02/2026,Y,Y,N,Mix,19,MS
Melaleuca quinquenervia,NSW1080761,1950,3/02/2026,24/02/2026,N,Y,N,N,31,HR
Melaleuca quinquenervia,NSW1080761,1951,3/02/2026,24/02/2026,N,Y,Y,N,65,MS
Melaleuca quinquenervia,NSW1080761,1952,3/02/2026,24/02/2026,Y,N,N,Mix,30,R
Melaleuca quinquenervia,NSW1080761,1954,3/02/2026,24/02/2026,Y,Y,Y,N,82,MS
Melaleuca quinquenervia,NSW1080761,1955,3/02/2026,24/02/2026,Y,Y,N,Mix,69,S
Melaleuca quinquenervia,NSW1080761,1956,3/02/2026,24/02/2026,Y,Y,N,R,7,R
Melaleuca quinquenervia,NSW1080762,1959,3/02/2026,24/02/2026,N,Y,N,N,99,R
Melaleuca quinquenervia,NSW1080762,1961,3/02/2026,24/02/2026,Y,Y,N,UR,93,R
Melaleuca quinquenervia,NSW1080762,1963,3/02/2026,24/02/2026,Y,N,N,R,85,HR
Melaleuca quinquenervia,NSW1080762,1967,3/02/2026,24/02/2026,N,N,Y,R,71,HR
Melaleuca quinquenervia,NSW1080762,1969,3/02/2026,24/02/2026,Y,N,N,N,5,HR
Melaleuca quinquenervia,NSW1080762,1971,3/02/2026,24/02/2026,N,N,N,N,58,MS
Melaleuca quinquenervia,NSW1080762,1973,3/02/2026,24/02/2026,Y,N,Y,Mix,37,R
Melaleuca quinquenervia,NSW1080763,1981,3/02/2026,24/02/2026,N,N,Y,N,20,MS
Melaleuca quinquenervia,NSW1080763,1982,3/02/2026,24/02/2026,N,N,Y,UR,45,HR
Melaleuca quinquenervia,NSW1080764,1995,3/02/2026,24/02/2026,N,Y,N,N,87,MS
Melaleuca quinquenervia,NSW1080764,1997,3/02/2026,24/02/2026,Y,Y,Y,Mix,73,R
Melaleuca quinquenervia,NSW1080764,1998,3/02/2026,24/02/2026,N,N,Y,Mix,16,MS
Melaleuca quinquenervia,NSW1080764,1999,3/02/2026,24/02/2026,N,Y,Y,N,35,S
Melaleuca quinquenervia,NSW1080764,2000,3/02/2026,24/02/2026,Y,N,Y,R,73,R
Melaleuca quinquenervia,NSW1080764,2003,3/02/2026,24/02/2026,N,N,N,UR,17,R
Melaleuca quinquenervia,NSW1080765,2005,3/02/2026,24/02/2026,N,Y,Y,R,61,R
Melaleuca quinquenervia,NSW1080765,2006,3/02/2026,24/02/2026,Y,Y,N,R,50,HR
Melaleuca quinquenervia,NSW1080765,2007,3/02/2026,24/02/2026,N,N,Y,N,91,HR
Melaleuca quinquenervia,NSW1080765,2008,3/02/2026,24/02/2026,Y,Y,Y,Mix,71,HR
Melaleuca quinquenervia,NSW1080765,2010,3/02/2026,24/02/2026,N,Y,Y,R,17,MS
Melaleuca quinquenervia,NSW1080765,2011,3/02/2026,24/02/2026,Y,N,Y,Mix,94,R
Melaleuca quinquenervia,NSW1080765,2014,3/02/2026,24/02/2026,Y,Y,N,Mix,85,MS
Melaleuca quinquenervia,NSW1080765,2015,3/02/2026,24/02/2026,N,N,Y,UR,92,MS
Melaleuca quinquenervia,NSW1080766,2018,3/02/2026,24/02/2026,N,N,Y,UR,26,R
Melaleuca quinquenervia,NSW1080766,2020,3/02/2026,24/02/2026,N,Y,N,R,94,MS
Melaleuca quinquenervia,NSW1080766,2023,3/02/2026,24/02/2026,N,Y,N,UR,59,HR
Melaleuca quinquenervia,NSW1080766,2025,3/02/2026,24/02/2026,Y,N,Y,R,26,MS
Melaleuca quinquenervia,NSW1080766,2026,3/02/2026,24/02/2026,N,N,Y,UR,53,R
Melaleuca quinquenervia,NSW1080767,2029,3/02/2026,24/02/2026,Y,N,N,R,60,MS
Melaleuca quinquenervia,NSW1080767,2030,3/02/2026,24/02/2026,Y,Y,N,UR,32,S
Melaleuca quinquenervia,NSW1080767,2031,3/02/2026,24/02/2026,N,N,Y,R,58,R
Melaleuca quinquenervia,NSW1080767,2032,3/02/2026,24/02/2026,Y,Y,N,Mix,23,R
Melaleuca quinquenervia,NSW1080767,2034,3/02/2026,24/02/2026,Y,N,Y,R,45,R
Melaleuca quinquenervia,NSW1080767,2037,3/02/2026,24/02/2026,N,N,N,UR,87,HR
Melaleuca quinquenervia,NSW1080767,2038,3/02/2026,24/02/2026,Y,N,N,N,50,HR
Melaleuca quinquenervia,NSW1080767,2039,3/02/2026,24/02/2026,Y,N,N,Mix,57,HR
Melaleuca quinquenervia,NSW1080768,2041,3/02/2026,24/02/2026,Y,N,Y,UR,17,MS
Melaleuca quinquenervia,NSW1080768,2043,3/02/2026,24/02/2026,Y,N,Y,R,49,R
Melaleuca quinquenervia,NSW1080768,2045,3/02/2026,24/02/2026,N,Y,N,R,86,MS
Melaleuca quinquenervia,NSW1080768,2046,3/02/2026,24/02/2026,Y,N,N,R,2,HR
Melaleuca quinquenervia,NSW1080768,2047,3/02/2026,24/02/2026,Y,Y,Y,R,55,MS
Melaleuca quinquenervia,NSW1080768,2049,3/02/2026,24/02/2026,Y,N,N,N,37,R
Melaleuca quinquenervia,NSW1080768,2051,3/02/2026,24/02/2026,N,Y,Y,N,75,MS
Melaleuca quinquenervia,NSW1080770,2065,3/02/2026,24/02/2026,N,Y,N,N,68,S
Melaleuca quinquenervia,NSW1080770,2066,3/02/2026,24/02/2026,Y,Y,Y,R,74,R
Melaleuca quinquenervia,NSW1080770,2068,3/02/2026,24/02/2026,Y,N,N,Mix,89,R
Melaleuca quinquenervia,NSW1080770,2073,3/02/2026,24/02/2026,Y,Y,Y,UR,87,R
Melaleuca quinquenervia,NSW1080770,2074,3/02/2026,24/02/2026,Y,Y,N,UR,75,HR
Melaleuca quinquenervia,NSW1080770,2075,3/02/2026,24/02/2026,N,Y,Y,R,2,HR
Melaleuca quinquenervia,NSW1080770,2076,3/02/2026,24/02/2026,Y,Y,N,UR,11,HR
Melaleuca quinquenervia,NSW1080771,2077,3/02/2026,24/02/2026,N,Y,N,N,19,MS
Melaleuca quinquenervia,NSW1080771,2078,3/02/2026,24/02/2026,N,N,Y,R,72,R
Melaleuca quinquenervia,NSW1080771,2080,3/02/2026,24/02/2026,Y,N,Y,Mix,26,MS
Melaleuca quinquenervia,NSW1080771,2083,3/02/2026,24/02/2026,N,Y,Y,UR,24,R
Melaleuca quinquenervia,NSW1080772,2089,3/02/2026,24/02/2026,N,Y,Y,Mix,58,R
Melaleuca quinquenervia,NSW1080772,2090,3/02/2026,24/02/2026,Y,Y,Y,Mix,10,HR
Melaleuca quinquenervia,NSW1080772,2091,3/02/2026,24/02/2026,Y,Y,N,R,93,HR
Melaleuca quinquenervia,NSW1080772,2092,3/02/2026,24/02/2026,N,N,N,N,16,HR
Melaleuca quinquenervia,NSW1080772,2093,3/02/2026,24/02/2026,N,N,Y,N,27,MS
Melaleuca quinquenervia,NSW1080772,2095,3/02/2026,24/02/2026,Y,N,N,R,21,R
Melaleuca quinquenervia,NSW1080772,2096,3/02/2026,24/02/2026,Y,N,N,UR,78,MS
Melaleuca quinquenervia,NSW1080772,2098,3/02/2026,24/02/2026,N,Y,N,Mix,57,MS
Melaleuca quinquenervia,NSW1080772,2099,3/02/2026,24/02/2026,Y,Y,Y,N,69,R
Melaleuca quinquenervia,NSW1080772,2100,3/02/2026,24/02/2026,N,Y,N,N,19,MS
Melaleuca quinquenervia,NSW1080773,2101,3/02/2026,24/02/2026,Y,N,N,R,34,HR
Melaleuca quinquenervia,NSW1080773,2103,3/02/2026,24/02/2026,N,N,Y,N,63,MS
Melaleuca quinquenervia,NSW1080773,2104,3/02/2026,24/02/2026,N,Y,N,Mix,98,R
Melaleuca quinquenervia,NSW1080773,2105,3/02/2026,24/02/2026,Y,Y,N,R,1,MS
Melaleuca quinquenervia,NSW1080773,2106,3/02/2026,24/02/2026,Y,Y,Y,R,42,S
Melaleuca quinquenervia,NSW1080773,2107,3/02/2026,24/02/2026,N,Y,N,N,23,R
Melaleuca quinquenervia,NSW1080773,2108,3/02/2026,24/02/2026,Y,N,N,N,51,R
Melaleuca quinquenervia,NSW1080773,2111,3/02/2026,24/02/2026,N,Y,N,N,55,R
Melaleuca quinquenervia,NSW1080773,2112,3/02/2026,24/02/2026,Y,Y,N,UR,2,HR
Melaleuca quinquenervia,NSW1080774,2113,3/02/2026,24/02/2026,N,N,N,UR,26,HR
Melaleuca quinquenervia,NSW1080774,2114,3/02/2026,24/02/2026,N,N,N,N,9,HR
Melaleuca quinquenervia,NSW1080774,2115,3/02/2026,24/02/2026,N,N,N,N,31,MS
Melaleuca quinquenervia,NSW1080774,2116,3/02/2026,24/02/2026,N,Y,Y,R,78,R
Melaleuca quinquenervia,NSW1080774,2120,3/02/2026,24/02/2026,N,N,N,UR,36,MS
Melaleuca quinquenervia,NSW1080774,2121,3/02/2026,24/02/2026,Y,N,Y,UR,100,HR
Melaleuca quinquenervia,NSW1080774,2122,3/02/2026,24/02/2026,N,N,Y,Mix,69,MS
Melaleuca quinquenervia,NSW1080774,2124,3/02/2026,24/02/2026,N,Y,Y,Mix,29,R
Melaleuca quinquenervia,NSW1080775,2125,3/02/2026,24/02/2026,Y,N,Y,Mix,47,MS
Melaleuca quinquenervia,NSW1080775,2126,3/02/2026,24/02/2026,N,N,Y,Mix,2,S
Melaleuca quinquenervia,NSW1080775,2129,3/02/2026,24/02/2026,Y,Y,N,R,23,R
Melaleuca quinquenervia,NSW1080775,2130,3/02/2026,24/02/2026,N,N,N,R,41,R
Melaleuca quinquenervia,NSW1080775,2131,3/02/2026,24/02/2026,Y,N,N,UR,35,R
Melaleuca quinquenervia,NSW1080775,2132,3/02/2026,24/02/2026,N,N,Y,Mix,40,HR
Melaleuca quinquenervia,NSW1080775,2133,3/02/2026,24/02/2026,N,N,N,N,48,HR
Melaleuca quinquenervia,NSW1080775,2134,3/02/2026,24/02/2026,Y,Y,Y,R,0,HR
Melaleuca quinquenervia,NSW1080775,2135,3/02/2026,24/02/2026,Y,N,Y,Mix,50,MS
Melaleuca quinquenervia,NSW1080775,2136,3/02/2026,24/02/2026,N,N,N,R,96,R
Melaleuca quinquenervia,NSW1080776,2138,3/02/2026,24/02/2026,N,N,N,UR,15,MS
Melaleuca quinquenervia,NSW1080776,2139,3/02/2026,24/02/2026,Y,Y,N,R,56,MS
Melaleuca quinquenervia,NSW1080776,2140,3/02/2026,24/02/2026,N,N,N,N,85,R
Melaleuca quinquenervia,NSW1080776,2141,3/02/2026,24/02/2026,N,N,N,R,79,MS
Melaleuca quinquenervia,NSW1080776,2142,3/02/2026,24/02/2026,Y,Y,Y,R,7,HR
Melaleuca quinquenervia,NSW1080776,2143,3/02/2026,24/02/2026,N,N,Y,R,7,MS
Melaleuca quinquenervia,NSW1080776,2144,3/02/2026,24/02/2026,N,Y,N,R,0,R
Melaleuca quinquenervia,NSW1080776,2145,3/02/2026,24/02/2026,N,N,N,Mix,96,MS
Melaleuca quinquenervia,NSW1080776,2147,3/02/2026,24/02/2026,Y,Y,N,N,76,S
Melaleuca quinquenervia,NSW1080777,2149,3/02/2026,24/02/2026,Y,Y,Y,N,23,R
Melaleuca quinquenervia,NSW1080777,2153,3/02/2026,24/02/2026,N,N,N,R,81,R
Melaleuca quinquenervia,NSW1080777,2155,3/02/2026,24/02/2026,Y,Y,N,R,11,R
Melaleuca quinquenervia,NSW1080777,2157,3/02/2026,24/02/2026,N,Y,N,UR,4,HR
Melaleuca quinquenervia,NSW1080777,2158,3/02/2026,24/02/2026,N,Y,N,N,75,HR
Melaleuca quinquenervia,NSW1080777,2159,3/02/2026,24/02/2026,N,Y,Y,N,84,HR
Melaleuca quinquenervia,NSW1080778,2162,3/02/2026,24/02/2026,N,N,Y,R,71,MS
Melaleuca quinquenervia,NSW1080778,2163,3/02/2026,24/02/2026,N,N,N,R,7,R
Melaleuca quinquenervia,NSW1080778,2164,3/02/2026,24/02/2026,Y,Y,N,N,46,MS
Melaleuca quinquenervia,NSW1080778,2165,3/02/2026,24/02/2026,Y,N,Y,R,27,HR
Melaleuca quinquenervia,NSW1080778,2167,3/02/2026,24/02/2026,N,Y,N,N,51,MS
Melaleuca quinquenervia,NSW1080778,2168,3/02/2026,24/02/2026,N,Y,N,N,97,R
Melaleuca quinquenervia,NSW1080779,2177,3/02/2026,24/02/2026,Y,N,N,N,64,MS
Melaleuca quinquenervia,NSW1080779,2178,3/02/2026,24/02/2026,N,N,Y,UR,76,S
Melaleuca quinquenervia,NSW1080779,2182,3/02/2026,24/02/2026,Y,Y,N,N,72,R
Melaleuca quinquenervia,NSW1080779,2183,3/02/2026,24/02/2026,N,Y,Y,Mix,9,R
Melaleuca quinquenervia,NSW1080779,2184,3/02/2026,24/02/2026,Y,Y,Y,R,70,R
Melaleuca quinquenervia,NSW1080780,2185,3/02/2026,24/02/2026,Y,Y,N,Mix,16,HR
Melaleuca quinquenervia,NSW1080780,2187,3/02/2026,24/02/2026,Y,N,Y,R,67,HR
Melaleuca quinquenervia,NSW1080780,2188,3/02/2026,24/02/2026,N,Y,N,R,39,HR
Melaleuca quinquenervia,NSW1080780,2190,3/02/2026,24/02/2026,N,Y,Y,R,40,MS
Melaleuca quinquenervia,NSW1080780,2192,3/02/2026,24/02/2026,Y,Y,Y,Mix,19,R
Melaleuca quinquenervia,NSW1080780,2193,3/02/2026,24/02/2026,Y,Y,N,R,77,MS
Melaleuca quinquenervia,NSW1080780,2194,3/02/2026,24/02/2026,N,Y,Y,R,15,R
Melaleuca quinquenervia,NSW1080780,2195,3/02/2026,24/02/2026,N,Y,Y,Mix,95,R
Melaleuca quinquenervia,NSW1080781,2197,3/02/2026,24/02/2026,N,Y,N,R,56,HR
Melaleuca quinquenervia,NSW1080781,2198,3/02/2026,24/02/2026,N,Y,Y,Mix,10,HR
Melaleuca quinquenervia,NSW1080781,2199,3/02/2026,24/02/2026,Y,Y,N,UR,87,HR
Melaleuca quinquenervia,NSW1080781,2200,3/02/2026,24/02/2026,Y,N,N,R,98,MS
Melaleuca quinquenervia,NSW1080781,2201,3/02/2026,24/02/2026,Y,Y,N,R,26,R
Melaleuca quinquenervia,NSW1080781,2202,3/02/2026,24/02/2026,Y,N,N,UR,56,MS
Melaleuca quinquenervia,NSW1080781,2203,3/02/2026,24/02/2026,Y,N,N,UR,76,MS
Melaleuca quinquenervia,NSW1080781,2208,3/02/2026,24/02/2026,Y,Y,Y,R,95,R
Melaleuca quinquenervia,NSW1080782,2211,3/02/2026,24/02/2026,N,Y,Y,Mix,92,MS
Melaleuca quinquenervia,NSW1080782,2212,3/02/2026,24/02/2026,Y,N,N,UR,81,HR
Melaleuca quinquenervia,NSW1080782,2214,3/02/2026,24/02/2026,Y,Y,N,UR,89,MS
Melaleuca quinquenervia,NSW1080782,2215,3/02/2026,24/02/2026,Y,Y,Y,N,77,R
Melaleuca quinquenervia,NSW1080782,2217,3/02/2026,24/02/2026,Y,N,N,N,72,MS
Melaleuca quinquenervia,NSW1080782,2218,3/02/2026,24/02/2026,N,N,Y,R,94,S
Melaleuca quinquenervia,NSW1080782,2220,3/02/2026,24/02/2026,Y,Y,Y,UR,62,R
Melaleuca quinquenervia,NSW1080784,2224,3/02/2026,24/02/2026,N,N,Y,R,6,R
Melaleuca quinquenervia,NSW1080784,2225,3/02/2026,24/02/2026,Y,N,Y,UR,24,R
Melaleuca quinquenervia,NSW1080784,2226,3/02/2026,24/02/2026,Y,Y,N,N,54,HR
Melaleuca quinquenervia,NSW1080784,2227,3/02/2026,24/02/2026,N,N,N,Mix,75,HR
Melaleuca quinquenervia,NSW1080784,2228,3/02/2026,24/02/2026,N,Y,N,UR,56,HR
Melaleuca quinquenervia,NSW1080784,2229,3/02/2026,24/02/2026,N,Y,N,N,66,MS
Melaleuca quinquenervia,NSW1080784,2230,3/02/2026,24/02/2026,N,Y,Y,Mix,42,R
Melaleuca quinquenervia,NSW1080784,2232,3/02/2026,24/02/2026,Y,Y,Y,UR,60,MS
Melaleuca quinquenervia,NSW1080785,2233,3/02/2026,24/02/2026,Y,Y,N,Mix,73,HR
Melaleuca quinquenervia,NSW1080786,2258,3/02/2026,24/02/2026,Y,Y,N,Mix,9,MS
Melaleuca quinquenervia,NSW1080786,2265,3/02/2026,24/02/2026,N,Y,Y,N,34,R
Melaleuca quinquenervia,NSW1080786,2267,3/02/2026,24/02/2026,N,N,N,R,71,MS
Melaleuca quinquenervia,NSW1080787,2271,3/02/2026,24/02/2026,Y,Y,Y,R,89,S
