"","Species","MaternalLine","SeedlingID","InoculationDate","ScoringDate","Flecking","Chlorosis","Necrosis","ActiveSpores","Coverage","ImmuneResponse","summary_score"
"704","Melaleuca quinquenervia","NSW1079756",1499,"3/02/2026","24/02/2026","Y","Y","N","R",41,"R",10.25
"705","Melaleuca quinquenervia","NSW1079758",1502,"3/02/2026","24/02/2026","Y","Y","Y","Mix",70,"HR",0
"706","Melaleuca quinquenervia","NSW1079758",1506,"3/02/2026","24/02/2026","Y","Y","Y","Mix",22,"HR",0
"707","Melaleuca quinquenervia","NSW1079758",1508,"3/02/2026","24/02/2026","N","Y","N","UR",57,"HR",0
"708","Melaleuca quinquenervia","NSW1079758",1509,"3/02/2026","24/02/2026","Y","N","Y","N",8,"MS",6
"709","Melaleuca quinquenervia","NSW1079758",1512,"3/02/2026","24/02/2026","Y","Y","Y","N",1,"R",0.25
"710","Melaleuca quinquenervia","NSW1079760",1513,"3/02/2026","24/02/2026","N","N","Y","N",29,"MS",21.75
"711","Melaleuca quinquenervia","NSW1079760",1515,"3/02/2026","24/02/2026","N","N","N","R",9,"MS",6.75
"712","Melaleuca quinquenervia","NSW1079760",1516,"3/02/2026","24/02/2026","Y","N","Y","N",74,"R",18.5
"713","Melaleuca quinquenervia","NSW1079760",1517,"3/02/2026","24/02/2026","Y","N","Y","R",63,"MS",47.25
"714","Melaleuca quinquenervia","NSW1079760",1518,"3/02/2026","24/02/2026","N","N","Y","R",23,"HR",0
"715","Melaleuca quinquenervia","NSW1079760",1519,"3/02/2026","24/02/2026","Y","Y","Y","N",39,"MS",29.25
"716","Melaleuca quinquenervia","NSW1079760",1521,"3/02/2026","24/02/2026","N","Y","N","UR",16,"R",4
"717","Melaleuca quinquenervia","NSW1079760",1522,"3/02/2026","24/02/2026","Y","N","N","UR",30,"MS",22.5
"718","Melaleuca quinquenervia","NSW1079760",1523,"3/02/2026","24/02/2026","N","N","Y","Mix",11,"S",9.625
"719","Melaleuca quinquenervia","NSW1079760",1524,"3/02/2026","24/02/2026","N","N","N","Mix",100,"R",25
"720","Melaleuca quinquenervia","NSW1079761",1528,"3/02/2026","24/02/2026","Y","Y","Y","UR",76,"R",19
"721","Melaleuca quinquenervia","NSW1079761",1529,"3/02/2026","24/02/2026","Y","N","Y","R",66,"R",16.5
"722","Melaleuca quinquenervia","NSW1079761",1530,"3/02/2026","24/02/2026","N","N","Y","N",27,"HR",0
"723","Melaleuca quinquenervia","NSW1079761",1531,"3/02/2026","24/02/2026","Y","N","Y","UR",63,"HR",0
"724","Melaleuca quinquenervia","NSW1079761",1532,"3/02/2026","24/02/2026","N","Y","Y","UR",21,"HR",0
"725","Melaleuca quinquenervia","NSW1079761",1533,"3/02/2026","24/02/2026","N","Y","Y","N",6,"MS",4.5
"726","Melaleuca quinquenervia","NSW1079761",1534,"3/02/2026","24/02/2026","N","N","N","N",18,"R",4.5
"727","Melaleuca quinquenervia","NSW1079761",1535,"3/02/2026","24/02/2026","Y","Y","N","N",24,"MS",18
"728","Melaleuca quinquenervia","NSW1079762",1542,"3/02/2026","24/02/2026","Y","N","Y","Mix",48,"HR",0
"729","Melaleuca quinquenervia","NSW1079762",1544,"3/02/2026","24/02/2026","Y","N","Y","Mix",98,"MS",73.5
"730","Melaleuca quinquenervia","NSW1079762",1545,"3/02/2026","24/02/2026","N","Y","N","UR",28,"R",7
"731","Melaleuca quinquenervia","NSW1079762",1546,"3/02/2026","24/02/2026","N","N","Y","UR",74,"MS",55.5
"732","Melaleuca quinquenervia","NSW1079762",1547,"3/02/2026","24/02/2026","N","Y","N","UR",92,"S",80.5
"733","Melaleuca quinquenervia","NSW1079762",1548,"3/02/2026","24/02/2026","Y","Y","Y","R",53,"R",13.25
"734","Melaleuca quinquenervia","NSW1079763",1549,"3/02/2026","24/02/2026","Y","Y","Y","N",44,"R",11
"735","Melaleuca quinquenervia","NSW1079763",1550,"3/02/2026","24/02/2026","N","N","N","N",83,"R",20.75
"736","Melaleuca quinquenervia","NSW1079763",1551,"3/02/2026","24/02/2026","Y","Y","N","Mix",99,"HR",0
"737","Melaleuca quinquenervia","NSW1079763",1552,"3/02/2026","24/02/2026","Y","N","N","UR",65,"HR",0
"738","Melaleuca quinquenervia","NSW1079763",1553,"3/02/2026","24/02/2026","N","Y","N","UR",50,"HR",0
"739","Melaleuca quinquenervia","NSW1079765",1561,"3/02/2026","24/02/2026","Y","N","Y","UR",49,"MS",36.75
"740","Melaleuca quinquenervia","NSW1079765",1563,"3/02/2026","24/02/2026","Y","Y","Y","R",73,"R",18.25
"741","Melaleuca quinquenervia","NSW1079765",1564,"3/02/2026","24/02/2026","N","N","Y","N",68,"MS",51
"742","Melaleuca quinquenervia","NSW1079765",1565,"3/02/2026","24/02/2026","N","Y","N","R",71,"MS",53.25
"743","Melaleuca quinquenervia","NSW1079765",1566,"3/02/2026","24/02/2026","N","N","Y","UR",87,"R",21.75
"744","Melaleuca quinquenervia","NSW1079765",1567,"3/02/2026","24/02/2026","N","Y","Y","UR",64,"MS",48
"745","Melaleuca quinquenervia","NSW1079765",1568,"3/02/2026","24/02/2026","N","N","Y","Mix",17,"HR",0
"746","Melaleuca quinquenervia","NSW1079765",1570,"3/02/2026","24/02/2026","N","N","Y","N",49,"MS",36.75
"747","Melaleuca quinquenervia","NSW1079766",1573,"3/02/2026","24/02/2026","N","N","Y","R",42,"R",10.5
"748","Melaleuca quinquenervia","NSW1079766",1578,"3/02/2026","24/02/2026","Y","Y","Y","R",91,"MS",68.25
"749","Melaleuca quinquenervia","NSW1079766",1579,"3/02/2026","24/02/2026","N","Y","N","Mix",74,"S",64.75
"750","Melaleuca quinquenervia","NSW1079766",1584,"3/02/2026","24/02/2026","Y","N","Y","Mix",39,"R",9.75
"751","Melaleuca quinquenervia","NSW1079768",1597,"3/02/2026","24/02/2026","Y","N","N","Mix",98,"R",24.5
"752","Melaleuca quinquenervia","NSW1079768",1598,"3/02/2026","24/02/2026","N","Y","N","Mix",97,"R",24.25
"753","Melaleuca quinquenervia","NSW1079768",1599,"3/02/2026","24/02/2026","N","N","N","UR",96,"HR",0
"754","Melaleuca quinquenervia","NSW1079768",1600,"3/02/2026","24/02/2026","N","N","Y","R",39,"HR",0
"755","Melaleuca quinquenervia","NSW1079768",1603,"3/02/2026","24/02/2026","N","Y","Y","Mix",34,"HR",0
"756","Melaleuca quinquenervia","NSW1079768",1604,"3/02/2026","24/02/2026","Y","N","Y","UR",94,"MS",70.5
"757","Melaleuca quinquenervia","NSW1079768",1605,"3/02/2026","24/02/2026","N","N","Y","Mix",99,"R",24.75
"758","Melaleuca quinquenervia","NSW1079768",1606,"3/02/2026","24/02/2026","N","Y","N","Mix",62,"MS",46.5
"759","Melaleuca quinquenervia","NSW1079768",1608,"3/02/2026","24/02/2026","Y","N","Y","Mix",37,"HR",0
"760","Melaleuca quinquenervia","NSW1079772",1609,"3/02/2026","24/02/2026","Y","N","N","N",93,"MS",69.75
"761","Melaleuca quinquenervia","NSW1079772",1612,"3/02/2026","24/02/2026","Y","Y","Y","Mix",10,"R",2.5
"762","Melaleuca quinquenervia","NSW1079772",1613,"3/02/2026","24/02/2026","Y","Y","N","UR",86,"MS",64.5
"763","Melaleuca quinquenervia","NSW1079772",1614,"3/02/2026","24/02/2026","N","N","N","Mix",85,"S",74.375
"764","Melaleuca quinquenervia","NSW1079772",1616,"3/02/2026","24/02/2026","N","Y","N","N",26,"R",6.5
"765","Melaleuca quinquenervia","NSW1079772",1617,"3/02/2026","24/02/2026","Y","Y","Y","R",67,"R",16.75
"766","Melaleuca quinquenervia","NSW1079772",1618,"3/02/2026","24/02/2026","N","N","N","UR",41,"R",10.25
"767","Melaleuca quinquenervia","NSW1079772",1619,"3/02/2026","24/02/2026","Y","N","Y","UR",64,"HR",0
"768","Melaleuca quinquenervia","NSW1079772",1620,"3/02/2026","24/02/2026","Y","Y","Y","UR",44,"HR",0
"769","Melaleuca quinquenervia","NSW1079773",1621,"3/02/2026","24/02/2026","Y","Y","N","Mix",76,"HR",0
"770","Melaleuca quinquenervia","NSW1079773",1622,"3/02/2026","24/02/2026","N","Y","Y","UR",22,"MS",16.5
"771","Melaleuca quinquenervia","NSW1079773",1623,"3/02/2026","24/02/2026","N","N","N","R",7,"R",1.75
"772","Melaleuca quinquenervia","NSW1079773",1624,"3/02/2026","24/02/2026","Y","N","Y","UR",55,"MS",41.25
"773","Melaleuca quinquenervia","NSW1079773",1626,"3/02/2026","24/02/2026","N","N","N","UR",82,"R",20.5
"774","Melaleuca quinquenervia","NSW1079773",1627,"3/02/2026","24/02/2026","N","Y","Y","R",67,"R",16.75
"775","Melaleuca quinquenervia","NSW1079773",1628,"3/02/2026","24/02/2026","N","N","N","R",88,"HR",0
"776","Melaleuca quinquenervia","NSW1079773",1629,"3/02/2026","24/02/2026","N","Y","Y","Mix",97,"HR",0
"777","Melaleuca quinquenervia","NSW1079773",1631,"3/02/2026","24/02/2026","Y","N","Y","UR",95,"HR",0
"778","Melaleuca quinquenervia","NSW1079773",1632,"3/02/2026","24/02/2026","Y","Y","N","R",50,"MS",37.5
"779","Melaleuca quinquenervia","NSW1079774",1633,"3/02/2026","24/02/2026","N","N","Y","UR",55,"R",13.75
"780","Melaleuca quinquenervia","NSW1079774",1637,"3/02/2026","24/02/2026","Y","N","Y","Mix",0,"MS",0
"781","Melaleuca quinquenervia","NSW1079774",1639,"3/02/2026","24/02/2026","N","N","Y","Mix",7,"MS",5.25
"782","Melaleuca quinquenervia","NSW1079774",1641,"3/02/2026","24/02/2026","N","Y","N","UR",94,"R",23.5
"783","Melaleuca quinquenervia","NSW1079774",1643,"3/02/2026","24/02/2026","N","N","Y","R",77,"MS",57.75
"784","Melaleuca quinquenervia","NSW1079774",1645,"3/02/2026","24/02/2026","N","N","Y","N",51,"HR",0
"785","Melaleuca quinquenervia","NSW1079774",1647,"3/02/2026","24/02/2026","N","N","Y","R",79,"MS",59.25
"786","Melaleuca quinquenervia","NSW1079774",1649,"3/02/2026","24/02/2026","N","N","Y","R",82,"R",20.5
"787","Melaleuca quinquenervia","NSW1079774",1651,"3/02/2026","24/02/2026","N","N","N","UR",36,"MS",27
"788","Melaleuca quinquenervia","NSW1079774",1653,"3/02/2026","24/02/2026","Y","Y","Y","N",71,"S",62.125
"789","Melaleuca quinquenervia","NSW1079778",1657,"3/02/2026","24/02/2026","Y","N","Y","N",69,"R",17.25
"790","Melaleuca quinquenervia","NSW1079778",1660,"3/02/2026","24/02/2026","Y","Y","N","UR",22,"R",5.5
"791","Melaleuca quinquenervia","NSW1079778",1661,"3/02/2026","24/02/2026","Y","N","N","UR",35,"R",8.75
"792","Melaleuca quinquenervia","NSW1079778",1662,"3/02/2026","24/02/2026","Y","N","Y","R",33,"HR",0
"793","Melaleuca quinquenervia","NSW1079778",1664,"3/02/2026","24/02/2026","N","Y","N","R",96,"HR",0
"794","Melaleuca quinquenervia","NSW1079778",1667,"3/02/2026","24/02/2026","N","Y","Y","N",9,"HR",0
"795","Melaleuca quinquenervia","NSW1079779",1669,"3/02/2026","24/02/2026","N","N","Y","R",65,"MS",48.75
"796","Melaleuca quinquenervia","NSW1079779",1674,"3/02/2026","24/02/2026","N","N","Y","UR",40,"R",10
"797","Melaleuca quinquenervia","NSW1079779",1675,"3/02/2026","24/02/2026","Y","N","N","R",29,"MS",21.75
"798","Melaleuca quinquenervia","NSW1079779",1676,"3/02/2026","24/02/2026","N","Y","Y","N",13,"HR",0
"799","Melaleuca quinquenervia","NSW1079779",1677,"3/02/2026","24/02/2026","N","Y","N","UR",85,"MS",63.75
"800","Melaleuca quinquenervia","NSW1079779",1678,"3/02/2026","24/02/2026","N","N","N","R",29,"R",7.25
"801","Melaleuca quinquenervia","NSW1079783",1681,"3/02/2026","24/02/2026","Y","N","Y","N",49,"MS",36.75
"802","Melaleuca quinquenervia","NSW1079783",1683,"3/02/2026","24/02/2026","Y","N","Y","R",22,"S",19.25
"803","Melaleuca quinquenervia","NSW1079783",1687,"3/02/2026","24/02/2026","Y","Y","Y","UR",28,"R",7
"804","Melaleuca quinquenervia","NSW1079783",1689,"3/02/2026","24/02/2026","N","Y","Y","Mix",87,"R",21.75
"805","Melaleuca quinquenervia","NSW1079783",1691,"3/02/2026","24/02/2026","Y","Y","N","N",57,"R",14.25
"806","Melaleuca quinquenervia","NSW1079783",1693,"3/02/2026","24/02/2026","N","Y","N","N",60,"HR",0
"807","Melaleuca quinquenervia","NSW1079783",1695,"3/02/2026","24/02/2026","Y","Y","N","R",21,"HR",0
"808","Melaleuca quinquenervia","NSW1079783",1697,"3/02/2026","24/02/2026","N","Y","N","UR",10,"HR",0
"809","Melaleuca quinquenervia","NSW1079783",1699,"3/02/2026","24/02/2026","Y","N","Y","N",46,"MS",34.5
"810","Melaleuca quinquenervia","NSW1079783",1703,"3/02/2026","24/02/2026","N","N","Y","UR",29,"R",7.25
"811","Melaleuca quinquenervia","NSW1079784",1708,"3/02/2026","24/02/2026","N","N","Y","UR",74,"MS",55.5
"812","Melaleuca quinquenervia","NSW1079784",1710,"3/02/2026","24/02/2026","Y","Y","N","UR",79,"MS",59.25
"813","Melaleuca quinquenervia","NSW1079784",1713,"3/02/2026","24/02/2026","N","N","Y","UR",62,"R",15.5
"814","Melaleuca quinquenervia","NSW1079784",1714,"3/02/2026","24/02/2026","Y","N","N","Mix",55,"MS",41.25
"815","Melaleuca quinquenervia","NSW1079784",1715,"3/02/2026","24/02/2026","Y","N","Y","Mix",96,"HR",0
"816","Melaleuca quinquenervia","NSW1079788",1717,"3/02/2026","24/02/2026","Y","N","N","N",31,"MS",23.25
"817","Melaleuca quinquenervia","NSW1079788",1718,"3/02/2026","24/02/2026","Y","Y","Y","R",46,"R",11.5
"818","Melaleuca quinquenervia","NSW1079788",1719,"3/02/2026","24/02/2026","N","N","N","Mix",0,"MS",0
"819","Melaleuca quinquenervia","NSW1079788",1720,"3/02/2026","24/02/2026","Y","N","N","Mix",97,"S",84.875
"820","Melaleuca quinquenervia","NSW1079788",1722,"3/02/2026","24/02/2026","N","Y","N","N",47,"R",11.75
"821","Melaleuca quinquenervia","NSW1079788",1723,"3/02/2026","24/02/2026","Y","N","N","UR",16,"R",4
"822","Melaleuca quinquenervia","NSW1079788",1724,"3/02/2026","24/02/2026","N","Y","N","N",10,"R",2.5
"823","Melaleuca quinquenervia","NSW1079788",1725,"3/02/2026","24/02/2026","Y","Y","Y","Mix",89,"HR",0
"824","Melaleuca quinquenervia","NSW1079788",1726,"3/02/2026","24/02/2026","Y","N","N","N",36,"HR",0
"825","Melaleuca quinquenervia","NSW1079788",1727,"3/02/2026","24/02/2026","N","Y","Y","UR",25,"HR",0
"826","Melaleuca quinquenervia","NSW1079788",1728,"3/02/2026","24/02/2026","N","N","N","Mix",53,"MS",39.75
"827","Melaleuca quinquenervia","NSW1079789",1729,"3/02/2026","24/02/2026","N","N","N","R",82,"R",20.5
"828","Melaleuca quinquenervia","NSW1079789",1732,"3/02/2026","24/02/2026","N","N","Y","R",78,"MS",58.5
"829","Melaleuca quinquenervia","NSW1079789",1734,"3/02/2026","24/02/2026","N","N","N","N",58,"HR",0
"830","Melaleuca quinquenervia","NSW1079789",1735,"3/02/2026","24/02/2026","Y","Y","Y","UR",21,"MS",15.75
"831","Melaleuca quinquenervia","NSW1079789",1736,"3/02/2026","24/02/2026","Y","N","N","R",0,"R",0
"832","Melaleuca quinquenervia","NSW1079789",1740,"3/02/2026","24/02/2026","N","N","N","UR",49,"MS",36.75
"833","Melaleuca quinquenervia","NSW1079793",1742,"3/02/2026","24/02/2026","Y","Y","N","N",20,"S",17.5
"834","Melaleuca quinquenervia","NSW1079793",1747,"3/02/2026","24/02/2026","Y","Y","N","N",59,"R",14.75
"835","Melaleuca quinquenervia","NSW1079793",1749,"3/02/2026","24/02/2026","Y","N","Y","Mix",48,"R",12
"836","Melaleuca quinquenervia","NSW1079793",1752,"3/02/2026","24/02/2026","N","N","N","Mix",62,"R",15.5
"837","Melaleuca quinquenervia","NSW1079794",1753,"3/02/2026","24/02/2026","Y","Y","Y","UR",88,"HR",0
"838","Melaleuca quinquenervia","NSW1079794",1755,"3/02/2026","24/02/2026","Y","N","Y","N",52,"HR",0
"839","Melaleuca quinquenervia","NSW1079794",1757,"3/02/2026","24/02/2026","N","Y","N","UR",82,"HR",0
"840","Melaleuca quinquenervia","NSW1079794",1765,"3/02/2026","24/02/2026","Y","N","Y","R",88,"MS",66
"841","Melaleuca quinquenervia","NSW1079798",1777,"3/02/2026","24/02/2026","Y","Y","Y","N",2,"R",0.5
"842","Melaleuca quinquenervia","NSW1079798",1778,"3/02/2026","24/02/2026","N","N","Y","UR",94,"MS",70.5
"843","Melaleuca quinquenervia","NSW1079798",1779,"3/02/2026","24/02/2026","Y","Y","Y","R",100,"R",25
"844","Melaleuca quinquenervia","NSW1079798",1780,"3/02/2026","24/02/2026","N","N","Y","UR",86,"R",21.5
"845","Melaleuca quinquenervia","NSW1079798",1781,"3/02/2026","24/02/2026","Y","N","Y","N",42,"HR",0
"846","Melaleuca quinquenervia","NSW1079798",1782,"3/02/2026","24/02/2026","N","Y","N","N",60,"HR",0
"847","Melaleuca quinquenervia","NSW1079798",1783,"3/02/2026","24/02/2026","Y","Y","N","UR",34,"HR",0
"848","Melaleuca quinquenervia","NSW1079798",1784,"3/02/2026","24/02/2026","N","Y","Y","Mix",65,"MS",48.75
"849","Melaleuca quinquenervia","NSW1079798",1785,"3/02/2026","24/02/2026","N","N","N","N",100,"R",25
"850","Melaleuca quinquenervia","NSW1079798",1788,"3/02/2026","24/02/2026","Y","N","Y","Mix",51,"MS",38.25
"851","Melaleuca quinquenervia","NSW1079799",1792,"3/02/2026","24/02/2026","N","Y","Y","UR",95,"MS",71.25
"852","Melaleuca quinquenervia","NSW1079799",1795,"3/02/2026","24/02/2026","N","Y","N","R",68,"R",17
"853","Melaleuca quinquenervia","NSW1079799",1799,"3/02/2026","24/02/2026","Y","Y","Y","Mix",63,"MS",47.25
"854","Melaleuca quinquenervia","NSW1079799",1800,"3/02/2026","24/02/2026","N","Y","N","R",67,"HR",0
"855","Melaleuca quinquenervia","NSW1079803",1806,"3/02/2026","24/02/2026","N","Y","N","Mix",93,"MS",69.75
"856","Melaleuca quinquenervia","NSW1079803",1810,"3/02/2026","24/02/2026","Y","Y","N","Mix",25,"R",6.25
"857","Melaleuca quinquenervia","NSW1079803",1811,"3/02/2026","24/02/2026","Y","Y","Y","UR",56,"MS",42
"858","Melaleuca quinquenervia","NSW1079804",1813,"3/02/2026","24/02/2026","Y","N","N","R",48,"S",42
"859","Melaleuca quinquenervia","NSW1079804",1814,"3/02/2026","24/02/2026","Y","N","N","R",73,"R",18.25
"860","Melaleuca quinquenervia","NSW1079804",1815,"3/02/2026","24/02/2026","Y","N","N","UR",13,"R",3.25
"861","Melaleuca quinquenervia","NSW1079804",1816,"3/02/2026","24/02/2026","Y","N","Y","N",60,"R",15
"862","Melaleuca quinquenervia","NSW1079804",1817,"3/02/2026","24/02/2026","Y","Y","N","Mix",2,"HR",0
"863","Melaleuca quinquenervia","NSW1079804",1818,"3/02/2026","24/02/2026","Y","Y","N","UR",57,"HR",0
"864","Melaleuca quinquenervia","NSW1079804",1819,"3/02/2026","24/02/2026","N","N","Y","N",13,"HR",0
"865","Melaleuca quinquenervia","NSW1079804",1820,"3/02/2026","24/02/2026","N","Y","Y","R",24,"MS",18
"866","Melaleuca quinquenervia","NSW1079804",1821,"3/02/2026","24/02/2026","Y","N","Y","R",26,"R",6.5
"867","Melaleuca quinquenervia","NSW1079804",1822,"3/02/2026","24/02/2026","Y","Y","Y","R",40,"MS",30
"868","Melaleuca quinquenervia","NSW1079804",1823,"3/02/2026","24/02/2026","Y","N","Y","UR",50,"HR",0
"869","Melaleuca quinquenervia","NSW1079804",1824,"3/02/2026","24/02/2026","N","Y","N","R",75,"MS",56.25
"870","Melaleuca quinquenervia","NSW1079808",1825,"3/02/2026","24/02/2026","N","N","Y","UR",27,"R",6.75
"871","Melaleuca quinquenervia","NSW1079808",1827,"3/02/2026","24/02/2026","N","Y","Y","R",85,"MS",63.75
"872","Melaleuca quinquenervia","NSW1079808",1828,"3/02/2026","24/02/2026","Y","N","Y","UR",47,"S",41.125
"873","Melaleuca quinquenervia","NSW1079808",1830,"3/02/2026","24/02/2026","Y","N","N","R",38,"R",9.5
"874","Melaleuca quinquenervia","NSW1079808",1831,"3/02/2026","24/02/2026","N","N","N","UR",60,"R",15
"875","Melaleuca quinquenervia","NSW1079808",1834,"3/02/2026","24/02/2026","N","Y","N","R",0,"R",0
"876","Melaleuca quinquenervia","NSW1079808",1835,"3/02/2026","24/02/2026","Y","N","N","R",52,"HR",0
"877","Melaleuca quinquenervia","NSW1079808",1836,"3/02/2026","24/02/2026","N","Y","Y","Mix",24,"HR",0
"878","Melaleuca quinquenervia","NSW1079809",1837,"3/02/2026","24/02/2026","N","Y","Y","Mix",71,"HR",0
"879","Melaleuca quinquenervia","NSW1079809",1839,"3/02/2026","24/02/2026","Y","Y","Y","R",39,"MS",29.25
"880","Melaleuca quinquenervia","NSW1079809",1841,"3/02/2026","24/02/2026","Y","N","Y","Mix",74,"R",18.5
"881","Melaleuca quinquenervia","NSW1079809",1845,"3/02/2026","24/02/2026","Y","Y","Y","UR",85,"MS",63.75
"882","Melaleuca quinquenervia","NSW1079809",1846,"3/02/2026","24/02/2026","Y","Y","Y","Mix",68,"MS",51
"883","Melaleuca quinquenervia","NSW1079809",1847,"3/02/2026","24/02/2026","Y","N","N","Mix",68,"R",17
"884","Melaleuca quinquenervia","NSW1079813",1849,"3/02/2026","24/02/2026","Y","Y","Y","UR",39,"MS",29.25
"885","Melaleuca quinquenervia","NSW1079813",1855,"3/02/2026","24/02/2026","Y","Y","N","N",30,"HR",0
"886","Melaleuca quinquenervia","NSW1079813",1856,"3/02/2026","24/02/2026","Y","N","N","UR",82,"MS",61.5
"887","Melaleuca quinquenervia","NSW1079813",1858,"3/02/2026","24/02/2026","Y","N","Y","UR",72,"R",18
"888","Melaleuca quinquenervia","NSW1079813",1859,"3/02/2026","24/02/2026","Y","Y","Y","UR",51,"MS",38.25
"889","Melaleuca quinquenervia","NSW1079814",1861,"3/02/2026","24/02/2026","Y","Y","N","Mix",10,"S",8.75
"890","Melaleuca quinquenervia","NSW1079814",1862,"3/02/2026","24/02/2026","Y","Y","N","UR",71,"R",17.75
"891","Melaleuca quinquenervia","NSW1079814",1865,"3/02/2026","24/02/2026","Y","Y","N","R",69,"R",17.25
"892","Melaleuca quinquenervia","NSW1079814",1866,"3/02/2026","24/02/2026","Y","N","N","R",98,"R",24.5
"893","Melaleuca quinquenervia","NSW1079814",1867,"3/02/2026","24/02/2026","Y","Y","N","UR",29,"HR",0
"894","Melaleuca quinquenervia","NSW1079814",1868,"3/02/2026","24/02/2026","N","Y","N","R",20,"HR",0
"895","Melaleuca quinquenervia","NSW1079814",1869,"3/02/2026","24/02/2026","N","Y","N","R",13,"HR",0
"896","Melaleuca quinquenervia","NSW1079814",1871,"3/02/2026","24/02/2026","N","N","Y","UR",36,"MS",27
"897","Melaleuca quinquenervia","NSW1079818",1873,"3/02/2026","24/02/2026","Y","N","N","UR",14,"R",3.5
"898","Melaleuca quinquenervia","NSW1079818",1874,"3/02/2026","24/02/2026","N","N","N","UR",24,"MS",18
"899","Melaleuca quinquenervia","NSW1079818",1875,"3/02/2026","24/02/2026","Y","Y","N","N",59,"HR",0
"900","Melaleuca quinquenervia","NSW1079818",1876,"3/02/2026","24/02/2026","Y","N","N","Mix",92,"MS",69
"901","Melaleuca quinquenervia","NSW1079818",1877,"3/02/2026","24/02/2026","Y","Y","Y","UR",69,"R",17.25
"902","Melaleuca quinquenervia","NSW1079818",1879,"3/02/2026","24/02/2026","Y","N","Y","R",64,"MS",48
"903","Melaleuca quinquenervia","NSW1079821",1898,"3/02/2026","24/02/2026","Y","N","N","UR",9,"S",7.875
"904","Melaleuca quinquenervia","NSW1079821",1899,"3/02/2026","24/02/2026","Y","Y","Y","UR",81,"R",20.25
"905","Melaleuca quinquenervia","NSW1079821",1900,"3/02/2026","24/02/2026","N","N","N","UR",75,"R",18.75
"906","Melaleuca quinquenervia","NSW1079821",1901,"3/02/2026","24/02/2026","N","Y","N","R",15,"R",3.75
"907","Melaleuca quinquenervia","NSW1079821",1903,"3/02/2026","24/02/2026","Y","N","Y","N",70,"HR",0
"908","Melaleuca quinquenervia","NSW1079821",1908,"3/02/2026","24/02/2026","N","Y","N","R",77,"HR",0
"909","Melaleuca quinquenervia","NSW1079822",1909,"3/02/2026","24/02/2026","Y","N","N","Mix",20,"HR",0
"910","Melaleuca quinquenervia","NSW1079822",1910,"3/02/2026","24/02/2026","Y","N","Y","N",92,"MS",69
"911","Melaleuca quinquenervia","NSW1079822",1916,"3/02/2026","24/02/2026","Y","N","N","R",60,"R",15
"912","Melaleuca quinquenervia","NSW1079822",1918,"3/02/2026","24/02/2026","N","Y","Y","N",79,"MS",59.25
"913","Melaleuca quinquenervia","NSW1079822",1920,"3/02/2026","24/02/2026","N","N","Y","N",93,"R",23.25
"914","Melaleuca quinquenervia","NSW1080758",1921,"3/02/2026","24/02/2026","N","Y","Y","N",4,"R",1
"915","Melaleuca quinquenervia","NSW1080759",1934,"3/02/2026","24/02/2026","N","Y","N","R",12,"HR",0
"916","Melaleuca quinquenervia","NSW1080759",1935,"3/02/2026","24/02/2026","N","Y","N","Mix",60,"HR",0
"917","Melaleuca quinquenervia","NSW1080759",1936,"3/02/2026","24/02/2026","Y","N","N","Mix",67,"HR",0
"918","Melaleuca quinquenervia","NSW1080759",1937,"3/02/2026","24/02/2026","N","Y","Y","R",7,"MS",5.25
"919","Melaleuca quinquenervia","NSW1080759",1939,"3/02/2026","24/02/2026","Y","Y","N","UR",71,"R",17.75
"920","Melaleuca quinquenervia","NSW1080759",1940,"3/02/2026","24/02/2026","N","N","Y","R",48,"MS",36
"921","Melaleuca quinquenervia","NSW1080759",1944,"3/02/2026","24/02/2026","Y","N","N","Mix",73,"MS",54.75
"922","Melaleuca quinquenervia","NSW1080761",1945,"3/02/2026","24/02/2026","N","Y","Y","R",6,"R",1.5
"923","Melaleuca quinquenervia","NSW1080761",1946,"3/02/2026","24/02/2026","Y","Y","N","Mix",19,"MS",14.25
"924","Melaleuca quinquenervia","NSW1080761",1950,"3/02/2026","24/02/2026","N","Y","N","N",31,"HR",0
"925","Melaleuca quinquenervia","NSW1080761",1951,"3/02/2026","24/02/2026","N","Y","Y","N",65,"MS",48.75
"926","Melaleuca quinquenervia","NSW1080761",1952,"3/02/2026","24/02/2026","Y","N","N","Mix",30,"R",7.5
"927","Melaleuca quinquenervia","NSW1080761",1954,"3/02/2026","24/02/2026","Y","Y","Y","N",82,"MS",61.5
"928","Melaleuca quinquenervia","NSW1080761",1955,"3/02/2026","24/02/2026","Y","Y","N","Mix",69,"S",60.375
"929","Melaleuca quinquenervia","NSW1080761",1956,"3/02/2026","24/02/2026","Y","Y","N","R",7,"R",1.75
"930","Melaleuca quinquenervia","NSW1080762",1959,"3/02/2026","24/02/2026","N","Y","N","N",99,"R",24.75
"931","Melaleuca quinquenervia","NSW1080762",1961,"3/02/2026","24/02/2026","Y","Y","N","UR",93,"R",23.25
"932","Melaleuca quinquenervia","NSW1080762",1963,"3/02/2026","24/02/2026","Y","N","N","R",85,"HR",0
"933","Melaleuca quinquenervia","NSW1080762",1967,"3/02/2026","24/02/2026","N","N","Y","R",71,"HR",0
"934","Melaleuca quinquenervia","NSW1080762",1969,"3/02/2026","24/02/2026","Y","N","N","N",5,"HR",0
"935","Melaleuca quinquenervia","NSW1080762",1971,"3/02/2026","24/02/2026","N","N","N","N",58,"MS",43.5
